EmployeeID,Department,Formation,Duree_jours,Date,Cout_USD
EMP-0888,r&d,Project Management,3,2022/09/12,500.00
EMP-0888,,Technical Skills,3,10-03-2020,350
EMP-0889,SALES,Communication,3,04-30-2023,$500
EMP-0894,R&D,Customer Relations,2,11/05/2020,200
EMP-0894,R&D,Excel & Reporting,3,2022/03/23,750
EMP-0896,Sales,Excel & Reporting,2,12-18-2023,$1500
EMP-0897,SALES,Project Management,5,12/07/2021,$500
EMP-0897,SALES,Communication,3,2022/11/10,$750
EMP-0899,RandD,HR Policies,1,06/01/2020,350.00
EMP-0899,r&d,Technical Skills,2,10-16-2020,1000
EMP-0899,R&D,Leadership & Management,3,2023/08/19,350
EMP-0900,sales,Communication,5,05/07/2022,$500
EMP-0902,R&D,Security & Compliance,3,10-17-2022,$200
EMP-0902,R&D,Technical Skills,2,01-25-2022,1500.00
EMP-0902,r&d,Onboarding,5,2022/10/20,1000
EMP-0903,Sales,HR Policies,2,23/11/2020,750
EMP-0903,SALES,HR Policies,5,12-25-2021,1000
EMP-0903,SALES,Project Management,1,2021/10/19,1 000
EMP-0904,Sales,HR Policies,5,2022/08/22,$1000
EMP-0905,RandD,Customer Relations,3,04-14-2022,$750
EMP-0905,R&D,Onboarding,2,08/09/2023,$1000
EMP-0909,hr,Security & Compliance,5,12-26-2022,200.00
EMP-0909,HR,Project Management,1,2022/06/16,$500
EMP-0909,HR,Data Analysis,3,08-02-2021,750
EMP-0910,HR,Data Analysis,3,03/01/2020,1 500
EMP-0910,HR,Communication,3,02/02/2021,200
EMP-0913,R&D,Onboarding,1,2021/07/17,1000
EMP-0913,R&D,Communication,3,19/05/2023,500
EMP-0913,RandD,Customer Relations,2,2023/07/02,500
EMP-0918,r&d,HR Policies,3,08-17-2022,$500
EMP-0922,SALES,Excel & Reporting,2,2023/03/17,$500
EMP-0923,,Project Management,5,12-27-2020,350
EMP-0923,r&d,Data Analysis,3,12-20-2022,500.00
EMP-0923,R&D,Onboarding,3,14/04/2021,$1500
EMP-0924,R&D,Technical Skills,1,06-30-2020,1500.00
EMP-0924,RandD,Excel & Reporting,1,2021/04/29,350
EMP-0926,R&D,HR Policies,2,2021/09/02,1500
EMP-0926,r&d,Data Analysis,1,17/09/2023,$1000
EMP-0926,R&D,Technical Skills,5,06-06-2023,500.00
EMP-0927,R&D,Customer Relations,3,06/11/2023,750
EMP-0927,R&D,Data Analysis,1,12-29-2023,200
EMP-0930,R&D,Onboarding,3,26/12/2023,$1500
EMP-0930,R&D,Leadership & Management,2,02/05/2021,$750
EMP-0934,RandD,Project Management,5,2023/10/28,200.00
EMP-0934,r&d,Leadership & Management,3,11-23-2023,$1000
EMP-0941,Sales,Data Analysis,5,06/03/2022,500
EMP-0941,Sales,Security & Compliance,2,2023/07/09,$750
EMP-0942,R&D,Leadership & Management,2,10/07/2022,200
EMP-0944,R&D,Customer Relations,3,2021/08/07,200.00
EMP-0945,r&d,Data Analysis,5,22/08/2020,750.00
EMP-0945,R&D,Leadership & Management,5,23/07/2021,500
EMP-0947,Sales,Customer Relations,5,06-27-2020,1000.00
EMP-0949,RandD,Security & Compliance,2,25/12/2023,$1500
EMP-0949,R&D,HR Policies,5,2022/05/26,500.00
EMP-0949,R&D,Data Analysis,5,27/08/2020,200.00
EMP-0950,R&D,Security & Compliance,3,2021/09/25,$750
EMP-0950,R&D,Customer Relations,5,14/07/2020,$1000
EMP-0950,R&D,Data Analysis,2,2020/08/16,$1500
EMP-0951,R&D,Data Analysis,3,2021/08/15,200
,RandD,Excel & Reporting,2,08-28-2020,1500.00
EMP-0951,RandD,Customer Relations,2,2021/12/08,1 500
EMP-0952,,Customer Relations,3,08-13-2020,$750
EMP-0952,Sales,Excel & Reporting,2,06-09-2023,200
EMP-0952,Sales,Project Management,3,14/04/2022,200.00
EMP-0954,SALES,Technical Skills,5,24/10/2020,$500
EMP-0954,Sales,Security & Compliance,1,14/06/2021,1000
EMP-0956,Sales,Customer Relations,5,05/07/2020,$1000
EMP-0956,Sales,Onboarding,2,08-07-2021,1000.00
EMP-0957,R&D,Customer Relations,2,23/09/2023,$500
EMP-0957,RandD,Communication,3,09-16-2023,1 000
EMP-0957,R&D,Excel & Reporting,2,2022/08/28,350
EMP-0960,R&D,Onboarding,2,2020/01/24,$200
EMP-0960,R&D,Project Management,3,10-11-2023,350
EMP-0960,R&D,Project Management,2,2020/03/17,750
EMP-0964,R&D,Leadership & Management,1,2020/11/09,1 500
EMP-0966,R&D,Onboarding,5,08-11-2023,750
EMP-0967,sales,Excel & Reporting,2,2023/05/25,750.00
EMP-0967,sales,Leadership & Management,5,2021/04/22,750
EMP-0967,Sales,Onboarding,5,2021/05/04,750.00
EMP-0970,sales,Leadership & Management,5,26/03/2022,1 500
EMP-0970,sales,Leadership & Management,2,05-26-2021,$1500
EMP-0970,sales,Communication,5,10-17-2020,500.00
EMP-0972,R&D,HR Policies,1,2021/08/19,500.00
EMP-0972,RandD,Technical Skills,5,11/06/2022,$1000
EMP-0974,Sales,Communication,5,25/06/2022,$500
EMP-0981,sales,Project Management,1,2023/09/06,200.00
EMP-0982,Sales,Onboarding,1,2020/02/13,$750
EMP-0982,Sales,Excel & Reporting,2,04-13-2021,1 000
EMP-0983,sales,HR Policies,3,12/09/2020,1500
EMP-0983,Sales,Data Analysis,1,12-15-2020,500.00
EMP-0983,Sales,Data Analysis,5,17/05/2020,1 500
EMP-0984,sales,Project Management,2,2023/12/31,$1500
EMP-0984,Sales,Technical Skills,5,24/02/2020,$1000
EMP-0984,Sales,Onboarding,5,2023/08/28,200
EMP-0985,Sales,Excel & Reporting,5,2023/07/01,200
EMP-0985,Sales,Communication,1,02/08/2020,$1500
EMP-0985,sales,Customer Relations,2,30/06/2023,1500.00
EMP-0986,sales,Data Analysis,1,05-25-2020,500
EMP-0986,SALES,HR Policies,5,11-26-2023,350
EMP-0987,RandD,HR Policies,2,12-09-2021,$1000
EMP-0987,R&D,Excel & Reporting,3,03/09/2023,350.00
EMP-0991,r&d,Data Analysis,2,2022/01/08,200
EMP-0991,RandD,Security & Compliance,3,2021/05/25,1 000
EMP-0991,R&D,Project Management,5,22/12/2021,500
,Sales,Data Analysis,2,06-03-2020,350
EMP-0992,sales,Communication,5,2021/04/24,750.00
EMP-0992,SALES,Technical Skills,1,12/03/2022,350
EMP-0994,R&D,Technical Skills,3,19/06/2022,200.00
EMP-0994,,HR Policies,3,2023/12/08,350
EMP-0995,R&D,Onboarding,3,2021/02/15,1500
EMP-0995,r&d,Data Analysis,3,06-22-2022,1500
EMP-0996,R&D,Excel & Reporting,2,03-01-2020,350
EMP-0996,R&D,Technical Skills,5,11-14-2023,500
EMP-0996,r&d,HR Policies,3,07-01-2020,750.00
EMP-0997,RandD,Security & Compliance,5,18/09/2020,1000.00
EMP-0997,R&D,Excel & Reporting,3,03-18-2023,200
EMP-1001,R&D,Customer Relations,2,2022/04/21,500
EMP-1002,R&D,Communication,3,08-10-2023,750
EMP-1002,RandD,Data Analysis,2,18/12/2020,750
EMP-1002,RandD,Data Analysis,3,13/04/2021,1000
EMP-1007,RandD,Leadership & Management,5,02-10-2022,$350
EMP-1007,R&D,Communication,3,06-25-2022,$500
EMP-1009,,Communication,5,12-17-2022,350
EMP-1009,RandD,Data Analysis,1,2022/08/17,1500
EMP-1010,R&D,Technical Skills,3,06-10-2022,750
,r&d,Communication,2,2021/12/04,$200
EMP-1010,RandD,Security & Compliance,1,2020/01/02,750.00
EMP-1011,r&d,Communication,1,2021/02/08,1000
EMP-1011,R&D,Communication,1,17/12/2020,350
EMP-1011,RandD,Communication,3,10/02/2022,350
EMP-1012,R&D,Onboarding,2,05/04/2020,500.00
,r&d,Project Management,5,04-14-2023,350
EMP-1013,R&D,Leadership & Management,2,03/10/2022,$1000
EMP-1014,R&D,Technical Skills,1,12-21-2020,$200
EMP-1014,r&d,Excel & Reporting,2,10/12/2020,$1000
,r&d,Data Analysis,5,2021/06/08,200.00
EMP-1015,r&d,Technical Skills,1,2023/05/26,500
EMP-1015,RandD,Data Analysis,3,06-10-2023,$1500
EMP-1016,RandD,Leadership & Management,2,02-13-2022,350
EMP-1019,RandD,Data Analysis,1,2020/12/12,750
EMP-1019,R&D,Security & Compliance,3,29/05/2020,1500
EMP-1022,RandD,HR Policies,2,2022/12/15,500.00
EMP-1022,r&d,Excel & Reporting,3,2022/10/25,500
EMP-1024,RandD,Communication,2,11/01/2022,1 500
EMP-1024,r&d,Onboarding,2,2022/12/18,500
EMP-1024,RandD,Security & Compliance,1,2023/09/24,500.00
EMP-1025,R&D,Security & Compliance,3,04-03-2020,1500
EMP-1025,R&D,Excel & Reporting,2,2023/11/13,750
EMP-1026,R&D,Security & Compliance,3,01-02-2021,500
EMP-1027,R&D,Data Analysis,5,2022/10/08,350
EMP-1027,r&d,Customer Relations,5,09/03/2021,750.00
EMP-1028,r&d,Security & Compliance,5,09/03/2021,200
EMP-1028,RandD,Onboarding,1,03/05/2021,$200
EMP-1028,R&D,Project Management,3,01/03/2023,350
EMP-1029,SALES,Data Analysis,3,2022/07/10,500
EMP-1029,sales,Communication,3,08-08-2023,200
EMP-1030,r&d,Leadership & Management,1,21/05/2020,1 500
EMP-1030,r&d,Customer Relations,2,2021/08/29,$1500
EMP-1032,,Technical Skills,2,2020/02/03,200
EMP-1035,RandD,Security & Compliance,1,29/03/2022,750.00
EMP-1035,r&d,Data Analysis,1,02/01/2022,750.00
EMP-1036,sales,Technical Skills,1,2021/12/03,1 500
EMP-1036,Sales,Customer Relations,3,2020/12/02,$750
EMP-1036,Sales,Customer Relations,5,10-24-2020,350
EMP-1038,Sales,Project Management,2,2023/07/20,200
EMP-1038,,Project Management,5,2023/10/28,350
EMP-1039,sales,Customer Relations,2,02-24-2023,1 500
EMP-1040,Sales,Excel & Reporting,3,28/03/2020,500
EMP-1040,Sales,Customer Relations,2,01-08-2021,350
EMP-1042,r&d,Communication,5,07/07/2020,$750
EMP-1043,R&D,Customer Relations,2,08-24-2022,750.00
EMP-1043,r&d,Onboarding,2,03/09/2022,$750
EMP-1043,R&D,Leadership & Management,3,13/03/2022,500
EMP-1045,sales,Onboarding,1,2020/08/10,1500
EMP-1045,SALES,Excel & Reporting,5,06/11/2023,$350
EMP-1046,RandD,Customer Relations,2,08-17-2023,1500.00
EMP-1046,RandD,Security & Compliance,2,06-25-2022,500
EMP-1046,R&D,Project Management,3,05-31-2021,$350
EMP-1047,SALES,Security & Compliance,5,2020/02/26,350
EMP-1047,sales,Security & Compliance,1,07/03/2022,200
EMP-1047,Sales,Excel & Reporting,1,2022/12/24,200
EMP-1048,Sales,Project Management,1,26/06/2021,1000.00
EMP-1048,SALES,Communication,1,05/08/2020,200.00
EMP-1048,SALES,HR Policies,3,2021/05/14,1000
EMP-1049,HR,Data Analysis,5,06-01-2021,1 000
EMP-1052,R&D,Security & Compliance,2,2021/02/24,$1000
EMP-1053,R&D,Data Analysis,1,04-07-2023,500.00
EMP-1053,R&D,Data Analysis,3,28/01/2023,500.00
EMP-1053,R&D,Onboarding,3,12/11/2021,200
EMP-1055,Sales,Excel & Reporting,2,2023/06/09,$1500
EMP-1056,SALES,Leadership & Management,2,26/11/2022,$500
EMP-1060,R&D,Leadership & Management,1,10-03-2020,1000
EMP-1060,,Customer Relations,5,2023/10/19,$500
EMP-1061,R&D,Data Analysis,3,2023/12/24,350
EMP-1061,RandD,Security & Compliance,2,05-19-2023,750
EMP-1061,R&D,Security & Compliance,5,2021/05/21,$1000
EMP-1062,R&D,Security & Compliance,5,2022/01/30,350
EMP-1062,R&D,Customer Relations,3,01/06/2021,500
EMP-1068,,Project Management,5,06/04/2023,750
EMP-1068,RandD,Onboarding,1,2020/03/25,1000.00
EMP-1068,R&D,Customer Relations,2,2021/05/11,750
EMP-1069,RandD,Project Management,5,12-19-2023,$750
EMP-1069,RandD,Leadership & Management,2,2020/02/19,500
EMP-1069,R&D,Technical Skills,5,2020/10/01,$350
EMP-1071,R&D,Communication,3,09-17-2021,200
EMP-1073,R&D,Excel & Reporting,1,01-18-2023,$350
EMP-1073,R&D,Technical Skills,3,08-13-2023,1000
EMP-1074,r&d,Customer Relations,3,01-03-2021,750
EMP-1076,SALES,Technical Skills,5,18/10/2023,1 000
,SALES,Onboarding,1,2020/04/12,500
EMP-1077,sales,Data Analysis,3,2023/05/31,1500
EMP-1080,RandD,HR Policies,2,13/02/2021,$200
EMP-1080,R&D,Customer Relations,2,15/09/2022,$500
EMP-1080,R&D,Customer Relations,1,18/07/2020,200.00
EMP-1081,R&D,Data Analysis,2,09-07-2023,200.00
EMP-1081,RandD,HR Policies,2,01/01/2020,$750
EMP-1081,R&D,Technical Skills,2,06/11/2023,750
,R&D,Leadership & Management,2,02-12-2023,1000
EMP-1082,R&D,Project Management,1,05/11/2023,350.00
EMP-1082,R&D,Project Management,5,2022/11/01,1500
,R&D,Leadership & Management,5,2021/05/03,200.00
EMP-1088,R&D,Communication,3,02/03/2022,350
EMP-1088,r&d,Project Management,2,01-04-2022,750.00
EMP-1092,R&D,Excel & Reporting,3,05-22-2020,$200
EMP-1096,,Data Analysis,3,2021/02/07,1000
EMP-1096,r&d,Technical Skills,3,12-27-2023,1 000
EMP-1096,RandD,Communication,5,02-24-2020,750
EMP-1097,R&D,Onboarding,2,05/04/2020,500
EMP-1097,RandD,Data Analysis,5,2021/11/26,1500
EMP-1097,r&d,Leadership & Management,2,2023/12/10,1000.00
EMP-1098,HR,Customer Relations,5,12-05-2023,750
EMP-1099,R&D,Project Management,1,2020/02/22,$350
EMP-1099,R&D,Customer Relations,1,2023/09/26,350.00
EMP-1099,RandD,Technical Skills,5,10-12-2022,1000
EMP-1100,sales,Customer Relations,1,2020/03/03,350
EMP-1103,r&d,Excel & Reporting,2,06-11-2022,$1500
EMP-1105,,Project Management,2,17/11/2021,$1500
EMP-1111,R&D,Data Analysis,2,2020/01/06,$1500
EMP-1111,R&D,Onboarding,2,2023/04/26,750
EMP-1113,SALES,Data Analysis,3,2022/09/12,350
EMP-1113,Sales,Communication,2,06-18-2020,$350
EMP-1113,sales,Communication,1,18/10/2021,$350
EMP-1116,R&D,Onboarding,2,23/08/2023,1 000
EMP-1117,Sales,Excel & Reporting,3,07/02/2020,750
EMP-1117,Sales,Communication,5,2021/12/06,750.00
EMP-1117,sales,Project Management,2,11-12-2022,1 000
EMP-1118,r&d,Communication,3,2021/06/26,$500
EMP-1118,,Project Management,5,01-08-2020,500
EMP-1119,Sales,Technical Skills,1,13/06/2023,200
EMP-1119,SALES,HR Policies,5,2020/05/24,350
EMP-1121,,Customer Relations,5,08-02-2022,$1000
EMP-1121,r&d,HR Policies,1,12-24-2022,$750
EMP-1125,Sales,Security & Compliance,1,11/05/2020,200.00
EMP-1125,Sales,Onboarding,5,2022/01/21,1000.00
EMP-1126,r&d,HR Policies,3,15/04/2021,$1500
EMP-1126,RandD,Onboarding,2,2023/12/31,1 000
EMP-1126,R&D,Communication,1,03/12/2020,1000.00
EMP-1127,R&D,Excel & Reporting,5,01-02-2022,500.00
EMP-1127,r&d,Project Management,1,2022/12/07,$500
EMP-1127,R&D,Leadership & Management,3,28/12/2021,$1500
EMP-1131,RandD,Project Management,2,06/10/2023,200.00
EMP-1131,R&D,Onboarding,3,22/06/2022,200
EMP-1131,R&D,Customer Relations,5,10-12-2020,1 500
EMP-1132,R&D,Project Management,1,2020/12/22,1500
EMP-1132,R&D,Technical Skills,1,12-28-2022,1000.00
EMP-1133,R&D,HR Policies,3,2020/10/19,750
EMP-1135,Sales,Excel & Reporting,5,2020/06/27,200.00
EMP-1135,Sales,Security & Compliance,1,22/07/2023,1 500
EMP-1135,sales,Data Analysis,3,06/08/2020,$1500
EMP-1137,SALES,Onboarding,3,16/04/2020,750
EMP-1137,Sales,HR Policies,5,2021/09/27,$750
EMP-1138,Sales,Communication,5,21/11/2021,350
EMP-1138,sales,Excel & Reporting,3,22/08/2023,750
EMP-1138,SALES,Data Analysis,3,07-22-2020,1500.00
EMP-1140,R&D,Data Analysis,2,2023/12/26,$1000
EMP-1140,R&D,Onboarding,5,04-17-2021,750.00
EMP-1140,R&D,Excel & Reporting,2,07-21-2023,200.00
EMP-1143,R&D,Onboarding,1,2022/01/25,350
EMP-1148,RandD,Data Analysis,2,18/05/2021,500
EMP-1148,R&D,Onboarding,1,17/03/2021,350
EMP-1148,RandD,Customer Relations,1,06-21-2022,200.00
EMP-1150,R&D,Data Analysis,3,2021/05/01,750
EMP-1150,r&d,Onboarding,1,2021/12/14,750.00
EMP-1154,R&D,Communication,3,2020/01/24,$350
,RandD,HR Policies,5,2023/08/02,1000.00
EMP-1156,RandD,Data Analysis,5,2020/05/06,500.00
EMP-1156,RandD,Onboarding,5,2020/05/11,1000
EMP-1157,sales,Customer Relations,3,2021/10/03,1 500
EMP-1160,R&D,Customer Relations,5,02-25-2020,$200
EMP-1160,R&D,Excel & Reporting,5,11-08-2022,350.00
EMP-1161,RandD,HR Policies,3,2021/12/22,1000.00
EMP-1161,r&d,Excel & Reporting,3,01-22-2020,200.00
EMP-1163,sales,Leadership & Management,3,2023/02/04,500
EMP-1164,HR,HR Policies,2,26/08/2021,200.00
EMP-1165,Sales,HR Policies,2,18/03/2020,$350
EMP-1165,sales,Project Management,3,06-24-2020,1500
EMP-1165,SALES,Technical Skills,1,2022/08/26,200
EMP-1167,sales,Excel & Reporting,3,08-02-2022,750
EMP-1167,sales,Technical Skills,5,23/05/2021,$200
EMP-1167,sales,Communication,3,11-01-2023,1 500
EMP-1172,RandD,Onboarding,2,11-23-2023,750.00
EMP-1172,R&D,Leadership & Management,2,2020/03/21,$750
EMP-1173,R&D,Data Analysis,2,19/12/2021,1 500
EMP-1175,R&D,Technical Skills,2,14/11/2022,350
EMP-1177,R&D,Excel & Reporting,1,03-31-2020,500
EMP-1177,r&d,Customer Relations,5,10-07-2020,200
EMP-1177,r&d,Data Analysis,2,05-28-2020,$500
EMP-1179,sales,Customer Relations,5,2020/11/11,1000
EMP-1179,sales,Customer Relations,2,14/04/2023,500
EMP-1180,RandD,Data Analysis,2,2022/07/13,$1000
EMP-1180,RandD,HR Policies,5,2021/03/11,500
EMP-1182,RandD,Communication,1,13/05/2020,1000.00
EMP-1182,R&D,HR Policies,5,2023/09/07,500
EMP-1182,r&d,Customer Relations,5,09-10-2023,350
EMP-1184,RandD,Data Analysis,5,2023/01/10,1 500
EMP-1184,RandD,Technical Skills,5,2022/05/31,200
EMP-1185,,Customer Relations,5,2020/02/29,350.00
EMP-1185,R&D,Customer Relations,5,12-30-2021,1000.00
EMP-1188,Sales,Data Analysis,5,03-31-2020,350.00
EMP-1188,sales,HR Policies,2,2020/11/30,$1000
EMP-1191,RandD,Technical Skills,2,2022/08/16,500
EMP-1191,R&D,Customer Relations,3,2022/05/01,1000
EMP-1192,R&D,HR Policies,2,09-04-2023,350
EMP-1193,r&d,Communication,5,2020/12/12,350
EMP-1193,RandD,HR Policies,3,2023/07/29,$750
EMP-1196,r&d,Security & Compliance,2,2022/03/22,350
EMP-1198,RandD,Leadership & Management,5,20/07/2021,350
EMP-1198,R&D,Technical Skills,5,2021/09/17,200
EMP-1200,R&D,Technical Skills,1,25/01/2022,500
EMP-1201,r&d,Project Management,1,26/05/2020,1 500
EMP-1201,RandD,Data Analysis,2,24/08/2023,350
EMP-1201,R&D,Leadership & Management,5,2021/12/09,350
EMP-1202,,Technical Skills,5,2020/04/14,1 500
EMP-1202,r&d,Leadership & Management,5,2021/12/29,500.00
EMP-1202,RandD,Onboarding,3,01/11/2023,500
EMP-1203,R&D,Security & Compliance,3,2023/10/28,200
EMP-1204,Sales,HR Policies,2,17/11/2023,500.00
EMP-1204,SALES,Security & Compliance,1,28/04/2022,200
EMP-1204,Sales,Data Analysis,5,2023/11/07,$1500
EMP-1206,R&D,Customer Relations,3,2021/03/18,750
EMP-1206,R&D,HR Policies,1,20/02/2022,$350
EMP-1206,r&d,Customer Relations,3,03/02/2020,500.00
EMP-1210,R&D,HR Policies,5,06-21-2020,500
EMP-1210,R&D,Project Management,2,08/01/2020,$200
EMP-1215,RandD,Data Analysis,3,2023/01/13,350
EMP-1215,r&d,HR Policies,5,16/05/2023,1500
EMP-1216,R&D,Customer Relations,5,2023/10/04,$200
EMP-1216,R&D,HR Policies,5,01-09-2021,750.00
EMP-1217,R&D,Onboarding,5,15/02/2023,1 000
EMP-1217,R&D,Excel & Reporting,3,18/01/2023,1000
EMP-1217,r&d,Communication,5,21/11/2023,$1500
EMP-1218,SALES,Technical Skills,2,01-11-2022,$750
EMP-1218,Sales,Project Management,1,11/04/2020,1000.00
EMP-1219,,Security & Compliance,3,10-21-2021,350
EMP-1221,R&D,Security & Compliance,5,08-10-2021,$750
EMP-1221,R&D,Customer Relations,3,07-10-2022,$750
EMP-1225,R&D,Customer Relations,5,01/11/2021,$200
EMP-1225,RandD,HR Policies,5,04/09/2022,350
EMP-1225,r&d,Excel & Reporting,2,10-10-2020,1 000
EMP-1226,Sales,Communication,3,01-13-2020,200
EMP-1226,Sales,HR Policies,3,20/09/2022,1 500
EMP-1226,SALES,Customer Relations,3,2021/03/22,$1000
EMP-1228,R&D,Leadership & Management,2,04-22-2022,1 500
EMP-1228,r&d,HR Policies,1,11-09-2021,$1000
EMP-1228,r&d,HR Policies,3,25/12/2022,$200
EMP-1231,hr,HR Policies,5,04-22-2022,200.00
EMP-1231,HR,HR Policies,2,03-22-2021,1500.00
EMP-1233,SALES,Communication,5,08-17-2023,200
EMP-1234,r&d,Leadership & Management,1,2021/06/02,500
EMP-1234,RandD,Onboarding,1,05-10-2020,200
EMP-1235,R&D,Communication,5,17/08/2022,500.00
EMP-1235,r&d,Leadership & Management,3,05-28-2020,$350
EMP-1235,R&D,Security & Compliance,1,17/08/2020,1500.00
EMP-1237,R&D,Communication,1,2021/05/01,$1000
EMP-1238,r&d,Onboarding,5,22/02/2021,750.00
EMP-1238,r&d,Security & Compliance,3,2021/02/21,1000
EMP-1238,R&D,Leadership & Management,1,2021/12/01,$750
EMP-1240,sales,Security & Compliance,3,16/02/2023,$1000
EMP-1240,SALES,Communication,5,2021/08/27,$750
EMP-1241,RandD,Communication,1,22/11/2020,500
EMP-1241,R&D,Leadership & Management,2,31/07/2023,$750
EMP-1241,RandD,Technical Skills,2,04-13-2023,200
EMP-1243,Sales,Customer Relations,5,30/06/2022,$1500
EMP-1243,SALES,Security & Compliance,5,02-24-2023,1 500
EMP-1243,SALES,Data Analysis,2,03-30-2021,350
EMP-1244,R&D,Onboarding,5,04-09-2023,750.00
EMP-1245,R&D,Excel & Reporting,5,2022/01/08,200.00
EMP-1245,R&D,Project Management,5,2023/08/19,1000
EMP-1245,RandD,Security & Compliance,1,2021/08/11,$750
EMP-1250,R&D,Communication,5,08/01/2023,350
EMP-1250,,Customer Relations,2,09/04/2021,200
EMP-1251,r&d,Communication,1,09-24-2020,$1000
EMP-1252,r&d,Data Analysis,2,09-02-2023,$750
EMP-1254,sales,HR Policies,3,2023/10/18,$1500
EMP-1254,Sales,Project Management,2,01-19-2020,500
EMP-1255,r&d,Excel & Reporting,3,2022/04/30,750
EMP-1256,R&D,Customer Relations,5,02/09/2023,200
EMP-1256,R&D,Project Management,5,03-24-2022,200
EMP-1257,RandD,Customer Relations,3,07-25-2020,500
EMP-1257,R&D,Communication,2,07/04/2020,$1500
EMP-1258,RandD,Leadership & Management,3,31/01/2020,200
EMP-1259,RandD,Onboarding,1,2020/08/15,$750
EMP-1259,R&D,Security & Compliance,3,08/01/2022,1500.00
EMP-1259,R&D,Customer Relations,1,2022/01/19,1500.00
EMP-1260,R&D,Data Analysis,2,07-05-2021,750
EMP-1260,r&d,Communication,2,05/02/2022,200.00
EMP-1263,R&D,Technical Skills,5,2020/02/16,1 000
EMP-1264,R&D,Technical Skills,5,05-18-2022,1000.00
EMP-1264,r&d,Data Analysis,1,10/02/2023,350
EMP-1264,RandD,Excel & Reporting,3,05-24-2022,1500
EMP-1265,r&d,Project Management,3,08-15-2021,750
EMP-1267,sales,HR Policies,2,03/09/2022,$1500
EMP-1268,Sales,Leadership & Management,3,09-24-2022,$200
EMP-1268,Sales,Excel & Reporting,5,12/07/2020,500
EMP-1269,RandD,HR Policies,3,2021/05/27,200
EMP-1273,sales,Leadership & Management,5,2020/07/12,500
EMP-1273,Sales,Excel & Reporting,2,2023/10/11,350
EMP-1277,SALES,HR Policies,3,2023/08/03,$1500
,Sales,Excel & Reporting,1,10-21-2022,350
EMP-1277,Sales,Technical Skills,1,2021/07/11,1 000
EMP-1279,R&D,Communication,1,06-13-2021,$350
EMP-1279,r&d,Excel & Reporting,2,2021/01/14,$1500
EMP-1280,Sales,Security & Compliance,3,11-13-2022,$350
EMP-1281,Sales,Communication,2,12-04-2021,$1000
EMP-1281,sales,HR Policies,3,20/09/2021,1 000
EMP-1282,sales,HR Policies,1,10-01-2022,200
EMP-1285,r&d,Project Management,5,06-04-2023,$500
EMP-1285,r&d,Excel & Reporting,1,2020/05/19,$200
EMP-1285,RandD,Excel & Reporting,2,25/08/2023,$200
EMP-1289,HR,Customer Relations,3,17/08/2020,350
EMP-1289,hr,Communication,1,2020/01/14,1000
EMP-1291,R&D,Onboarding,3,2023/07/08,200
EMP-1291,R&D,Security & Compliance,1,11-30-2022,200
EMP-1292,r&d,Leadership & Management,5,2023/05/20,$200
EMP-1292,R&D,HR Policies,1,02-21-2023,350
EMP-1294,R&D,Customer Relations,2,2022/06/25,$500
EMP-1294,R&D,Technical Skills,1,03/07/2021,1 500
EMP-1295,R&D,Data Analysis,1,2023/04/06,350
EMP-1297,R&D,Communication,5,03-14-2020,750
EMP-1297,R&D,Technical Skills,3,01-11-2022,500
EMP-1298,R&D,Technical Skills,5,04/02/2020,1500.00
EMP-1298,RandD,Data Analysis,3,2022/05/07,200
EMP-1299,r&d,Onboarding,5,2023/11/28,1000
EMP-1299,RandD,Leadership & Management,1,08-31-2022,750.00
EMP-1299,R&D,Leadership & Management,1,25/10/2022,500.00
EMP-1301,RandD,Excel & Reporting,1,26/08/2023,1500.00
EMP-1301,RandD,Security & Compliance,5,2022/11/26,750.00
EMP-1301,r&d,Communication,5,2020/09/15,1 000
EMP-1303,r&d,Communication,5,2023/06/11,500
EMP-1303,r&d,Communication,1,01-31-2022,350
EMP-1304,sales,Security & Compliance,2,06-12-2021,750
EMP-1306,RandD,Customer Relations,5,07/09/2022,$500
EMP-1306,R&D,Onboarding,5,02-27-2022,1500.00
EMP-1307,RandD,Project Management,1,07-09-2021,$500
EMP-1307,R&D,Communication,5,25/09/2021,$200
EMP-1307,RandD,HR Policies,3,10-25-2020,1500.00
EMP-1308,R&D,Data Analysis,2,2020/06/10,$1500
EMP-1308,r&d,Excel & Reporting,2,21/06/2022,750.00
EMP-1309,RandD,Leadership & Management,5,2022/05/26,350
EMP-1309,R&D,Onboarding,3,2020/06/29,1000
EMP-1311,R&D,Customer Relations,3,19/04/2023,$1500
EMP-1312,R&D,Leadership & Management,3,02-25-2023,$1000
EMP-1314,HR,Excel & Reporting,3,2020/11/01,350
EMP-1315,r&d,Communication,2,26/07/2020,750
EMP-1315,R&D,Customer Relations,N/A,03-04-2023,350
EMP-1317,r&d,Excel & Reporting,2,08/03/2023,750.00
EMP-1317,RandD,Project Management,3,10-07-2023,$200
EMP-1317,r&d,Security & Compliance,5,04/12/2020,1500
EMP-1318,sales,Leadership & Management,2,30/09/2020,1000.00
EMP-1319,sales,Technical Skills,1,11/01/2020,1 500
EMP-1319,Sales,Customer Relations,3,04-29-2020,350.00
EMP-1319,Sales,Security & Compliance,1,08/10/2021,200.00
EMP-1321,,Communication,2,12/10/2023,$750
EMP-1321,r&d,Onboarding,5,12/05/2021,500
