EmployeeID,ChangeDate,FromJobTitle,ToJobTitle,SalaryBefore,SalaryAfter,ChangeType,DepartmentCode,Site
200921,23/07/2016,CTO,Country Manager,112671,115334,Lateral_Move,MGMT,Paris
200921,07/04/2018,Country Manager,General Manager,115334,117520,Lateral_Move,MGMT,Paris
200922,15/05/2014,,General Manager,,107800,Hire,MGMT,Paris
200923,09/05/2013,,Country Manager,,84480,Hire,MGMT,Paris
200923,07/02/2015,Country Manager,Executive Director,84480,89382,Promotion,MGMT,Paris
200923,27/09/2016,Executive Director,CTO,89382,102204,Promotion,MGMT,Paris
200923,02/05/2018,CTO,Executive Director,102204,113228,Promotion,MGMT,Paris
200924,09/05/2013,,CTO,,114240,Hire,MGMT,Paris
200924,12/06/2014,CTO,Executive Director,114240,118493,Promotion,MGMT,Paris
200924,14/02/2016,Executive Director,CTO,118493,120607,Lateral_Move,MGMT,Paris
200925,08/07/2012,,CTO,,121260,Hire,MGMT,Paris
200925,03/09/2013,CTO,General Manager,121260,128277,Promotion,MGMT,Paris
200926,01/02/2015,,CTO,,111000,Hire,MGMT,Paris
200926,28/02/2017,CTO,VP Operations,111000,107548,Demotion,MGMT,Paris
200926,25/01/2019,VP Operations,CTO,107548,117217,Promotion,MGMT,Paris
200927,17/04/2013,,VP Operations,,95040,Hire,MGMT,Paris
200927,21/11/2015,VP Operations,General Manager,95040,104480,Promotion,MGMT,Paris
200927,27/03/2017,General Manager,Executive Director,104480,105334,Lateral_Move,MGMT,Paris
200928,20/11/2012,,Department Director,,95880,Hire,MGMT,Paris
200928,21/09/2014,Department Director,Executive Director,95880,96109,Lateral_Move,MGMT,Paris
200928,04/04/2017,Executive Director,Country Manager,96109,98154,Lateral_Move,MGMT,Paris
200928,17/11/2018,Country Manager,CTO,98154,105893,Promotion,MGMT,Paris
200929,26/01/2015,,VP Operations,,85000,Hire,MGMT,Paris
200929,06/11/2016,VP Operations,Department Director,85000,90488,Promotion,MGMT,Paris
200930,29/01/2013,,VP Operations,,119040,Hire,MGMT,Paris
200930,21/05/2014,VP Operations,Executive Director,119040,122697,Promotion,MGMT,Paris
200930,30/01/2016,Executive Director,Department Director,122697,123258,Lateral_Move,MGMT,Paris
200930,19/05/2017,Department Director,Country Manager,123258,123718,Lateral_Move,MGMT,Paris
200931,22/02/2014,,General Manager,,86240,Hire,MGMT,Paris
200931,09/11/2015,General Manager,CTO,86240,86478,Lateral_Move,MGMT,Paris
200931,28/04/2017,CTO,Country Manager,86478,86654,Lateral_Move,MGMT,Paris
200931,12/03/2019,Country Manager,VP Operations,86654,98096,Promotion,MGMT,Paris
200932,12/06/2014,,VP Operations,,88200,Hire,MGMT,Paris
200932,11/02/2016,VP Operations,CTO,88200,88864,Lateral_Move,MGMT,Paris
200932,04/04/2018,CTO,VP Operations,88864,84125,Demotion,MGMT,Paris
200933,10/02/2015,,Executive Director,,97000,Hire,MGMT,Paris
200933,07/05/2017,Executive Director,Department Director,97000,98934,Lateral_Move,MGMT,Paris
200933,04/08/2018,Department Director,Executive Director,98934,102384,Promotion,MGMT,Paris
200933,27/11/2019,Executive Director,General Manager,102384,103523,Lateral_Move,MGMT,Paris
200934,30/04/2015,,Department Director,,129000,Hire,MGMT,Paris
200934,25/08/2016,Department Director,Country Manager,129000,138122,Promotion,MGMT,Paris
200935,04/09/2013,,CTO,,112320,Hire,MGMT,Paris
200935,16/04/2015,CTO,Country Manager,112320,112814,Lateral_Move,MGMT,Paris
200935,11/12/2017,Country Manager,Department Director,112814,113225,Lateral_Move,MGMT,Paris
200935,20/12/2020,Department Director,CTO,113225,109884,Demotion,MGMT,Paris
200936,01/01/2013,,CTO,,94080,Hire,MGMT,Paris
200936,01/01/2015,CTO,Department Director,94080,95572,Lateral_Move,MGMT,Paris
200936,08/04/2016,Department Director,General Manager,95572,103818,Promotion,MGMT,Paris
200936,22/01/2019,General Manager,VP Operations,103818,104550,Lateral_Move,MGMT,Paris
200937,21/09/2013,,CTO,,122880,Hire,MGMT,Paris
200937,09/11/2014,CTO,Executive Director,122880,121334,Demotion,MGMT,Paris
200938,30/09/2013,,General Manager,,126720,Hire,MGMT,Paris
200939,12/03/2014,,CTO,,80360,Hire,MGMT,Paris
200939,14/08/2015,CTO,Country Manager,80360,89426,Promotion,MGMT,Paris
200939,03/09/2017,Country Manager,CTO,89426,89617,Lateral_Move,MGMT,Paris
200939,18/10/2018,CTO,Department Director,89617,91711,Lateral_Move,MGMT,Paris
200940,15/01/2015,,General Manager,,81000,Hire,MGMT,Paris
200940,07/09/2016,General Manager,VP Operations,81000,95817,Promotion,MGMT,Paris
200940,01/03/2019,VP Operations,General Manager,95817,101363,Promotion,MGMT,Paris
200940,11/11/2020,General Manager,CTO,101363,101948,Lateral_Move,MGMT,Paris
200941,25/02/2013,,Department Director,,88320,Hire,MGMT,Paris
200941,13/06/2014,Department Director,Country Manager,88320,88476,Lateral_Move,MGMT,Paris
200941,19/07/2016,Country Manager,Executive Director,88476,89101,Lateral_Move,MGMT,Paris
200941,24/11/2017,Executive Director,CTO,89101,104087,Promotion,MGMT,Paris
200942,13/08/2012,,Executive Director,,89300,Hire,MGMT,Paris
200942,15/07/2015,Executive Director,Department Director,89300,91125,Lateral_Move,MGMT,Paris
200942,22/04/2017,Department Director,CTO,91125,93566,Lateral_Move,MGMT,Paris
200942,14/10/2018,CTO,Executive Director,93566,103735,Promotion,MGMT,Paris
200943,31/03/2012,,Department Director,,112800,Hire,MGMT,Paris
200943,14/04/2014,Department Director,Executive Director,112800,126895,Promotion,MGMT,Paris
200943,29/09/2015,Executive Director,CTO,126895,127210,Lateral_Move,MGMT,Paris
200943,11/08/2017,CTO,Executive Director,127210,139412,Promotion,MGMT,Paris
200944,22/11/2014,,Department Director,,105840,Hire,MGMT,Paris
200944,15/02/2017,Department Director,Country Manager,105840,109473,Promotion,MGMT,Paris
200944,13/05/2019,Country Manager,General Manager,109473,104853,Demotion,MGMT,Paris
200945,16/11/2013,,General Manager,,83520,Hire,MGMT,Paris
200945,12/03/2015,General Manager,Executive Director,83520,85536,Lateral_Move,MGMT,Paris
200945,25/01/2017,Executive Director,Department Director,85536,81001,Demotion,MGMT,Paris
200945,22/06/2018,Department Director,General Manager,81001,90432,Promotion,MGMT,Paris
200946,08/09/2012,,General Manager,,99640,Hire,MGMT,Paris
200946,27/05/2014,General Manager,Executive Director,99640,108571,Promotion,MGMT,Paris
200946,06/10/2016,Executive Director,Department Director,108571,110887,Lateral_Move,MGMT,Paris
200947,16/04/2013,,VP Operations,,134400,Hire,MGMT,Paris
200947,20/10/2014,VP Operations,Country Manager,134400,134171,Lateral_Move,MGMT,Paris
200947,10/08/2016,Country Manager,Executive Director,134171,140000,Promotion,MGMT,Paris
200948,28/04/2014,,General Manager,,98000,Hire,MGMT,Paris
200948,03/06/2016,General Manager,VP Operations,98000,98706,Lateral_Move,MGMT,Paris
200948,20/09/2017,VP Operations,Department Director,98706,101712,Promotion,MGMT,Paris
200948,28/06/2019,Department Director,VP Operations,101712,102801,Lateral_Move,MGMT,Paris
200949,04/12/2013,,Country Manager,,96960,Hire,MGMT,Paris
200949,13/08/2015,Country Manager,Department Director,96960,105269,Promotion,MGMT,Paris
200950,02/03/2014,,CTO,,110740,Hire,MGMT,Paris
200950,21/01/2016,CTO,General Manager,110740,112075,Lateral_Move,MGMT,Paris
200950,25/06/2017,General Manager,Department Director,112075,114609,Lateral_Move,MGMT,Paris
200950,13/06/2019,Department Director,General Manager,114609,117286,Lateral_Move,MGMT,Paris
200951,28/12/2013,,Department Director,,130560,Hire,MGMT,Paris
200951,12/02/2016,Department Director,Country Manager,130560,140000,Promotion,MGMT,Paris
200951,17/04/2018,Country Manager,VP Operations,140000,142697,Lateral_Move,MGMT,Paris
200951,23/08/2020,VP Operations,Department Director,142697,138374,Demotion,MGMT,Paris
200952,16/12/2013,,Country Manager,,80640,Hire,MGMT,Paris
200952,12/12/2016,Country Manager,VP Operations,80640,80424,Lateral_Move,MGMT,Paris
200952,15/03/2018,VP Operations,Executive Director,80424,82954,Lateral_Move,MGMT,Paris
200952,07/07/2019,Executive Director,VP Operations,82954,82521,Lateral_Move,MGMT,Paris
200953,23/12/2014,,Country Manager,,119560,Hire,MGMT,Paris
200954,28/04/2015,,CTO,,89000,Hire,MGMT,Paris
200954,10/05/2016,CTO,General Manager,89000,89173,Lateral_Move,MGMT,Paris
200954,18/06/2017,General Manager,Executive Director,89173,88934,Lateral_Move,MGMT,Paris
200955,05/01/2012,,Executive Director,,72380,Hire,MGMT,Paris
200955,20/04/2013,Executive Director,CTO,72380,81024,Promotion,MGMT,Paris
200955,07/04/2015,CTO,Country Manager,81024,79163,Demotion,MGMT,Paris
200955,21/01/2017,Country Manager,Executive Director,79163,85304,Promotion,MGMT,Paris
200956,26/10/2014,,Executive Director,,89180,Hire,MGMT,Paris
200956,04/09/2016,Executive Director,General Manager,89180,93359,Promotion,MGMT,Paris
200956,01/05/2019,General Manager,CTO,93359,107672,Promotion,MGMT,Paris
200957,01/12/2013,,Country Manager,,111360,Hire,MGMT,Paris
200957,08/11/2015,Country Manager,General Manager,111360,116390,Promotion,MGMT,Paris
200958,07/05/2013,,Executive Director,,118080,Hire,MGMT,Paris
200958,14/08/2014,Executive Director,Department Director,118080,125935,Promotion,MGMT,Paris
200958,13/07/2016,Department Director,Country Manager,125935,126996,Lateral_Move,MGMT,Paris
200958,29/10/2018,Country Manager,VP Operations,126996,129383,Lateral_Move,MGMT,Paris
200959,17/01/2012,,Country Manager,,74260,Hire,MGMT,Paris
200959,27/10/2013,Country Manager,General Manager,74260,74634,Lateral_Move,MGMT,Paris
200959,22/03/2015,General Manager,VP Operations,74634,75242,Lateral_Move,MGMT,Paris
200959,15/11/2016,VP Operations,Department Director,75242,86241,Promotion,MGMT,Paris
200960,22/11/2013,,Executive Director,,130560,Hire,MGMT,Paris
200960,12/05/2015,Executive Director,Department Director,130560,131198,Lateral_Move,MGMT,Paris
200960,05/02/2018,Department Director,Country Manager,131198,130699,Lateral_Move,MGMT,Paris
200960,07/07/2020,Country Manager,Department Director,130699,133467,Lateral_Move,MGMT,Paris
200961,09/05/2013,,VP Operations,,106560,Hire,MGMT,Paris
200961,30/01/2015,VP Operations,General Manager,106560,116757,Promotion,MGMT,Paris
200961,25/10/2016,General Manager,Executive Director,116757,131304,Promotion,MGMT,Paris
200962,20/11/2013,,Executive Director,,88320,Hire,MGMT,Paris
200962,26/11/2015,Executive Director,General Manager,88320,89249,Lateral_Move,MGMT,Paris
200962,04/10/2017,General Manager,Department Director,89249,100572,Promotion,MGMT,Paris
200962,23/03/2019,Department Director,Country Manager,100572,114133,Promotion,MGMT,Paris
200963,16/03/2014,,CTO,,108780,Hire,MGMT,Paris
200963,30/04/2015,CTO,VP Operations,108780,108448,Lateral_Move,MGMT,Paris
200964,15/07/2014,,Executive Director,,122500,Hire,MGMT,Paris
200964,03/03/2017,Executive Director,CTO,122500,122416,Lateral_Move,MGMT,Paris
200964,28/08/2019,CTO,VP Operations,122416,125250,Lateral_Move,MGMT,Paris
200964,14/12/2021,VP Operations,Executive Director,125250,126462,Lateral_Move,MGMT,Paris
200965,01/01/2012,,VP Operations,,120320,Hire,MGMT,Paris
200965,07/11/2013,VP Operations,Country Manager,120320,122979,Lateral_Move,MGMT,Paris
200965,15/01/2017,Country Manager,CTO,122979,123523,Lateral_Move,MGMT,Paris
200965,25/01/2018,CTO,Executive Director,123523,125291,Lateral_Move,MGMT,Paris
200966,21/05/2014,,Department Director,,90160,Hire,MGMT,Paris
200966,16/08/2015,Department Director,CTO,90160,95297,Promotion,MGMT,Paris
200966,24/12/2016,CTO,General Manager,95297,96550,Lateral_Move,MGMT,Paris
200966,17/09/2018,General Manager,Executive Director,96550,100516,Promotion,MGMT,Paris
200967,19/10/2013,,General Manager,,94080,Hire,MGMT,Paris
200967,08/11/2014,General Manager,Country Manager,94080,96156,Lateral_Move,MGMT,Paris
200968,11/06/2015,,CTO,,104000,Hire,MGMT,Paris
200969,16/04/2014,,VP Operations,,94080,Hire,MGMT,Paris
200969,25/05/2015,VP Operations,Department Director,94080,95058,Lateral_Move,MGMT,Paris
200969,11/11/2016,Department Director,VP Operations,95058,97067,Lateral_Move,MGMT,Paris
200970,10/07/2013,,Department Director,,119040,Hire,MGMT,Paris
200970,15/10/2015,Department Director,VP Operations,119040,129066,Promotion,MGMT,Paris
200970,21/10/2016,VP Operations,Department Director,129066,133481,Promotion,MGMT,Paris
200970,24/12/2017,Department Director,Country Manager,133481,134213,Lateral_Move,MGMT,Paris
200971,27/04/2014,,Executive Director,,83300,Hire,MGMT,Paris
200972,28/03/2015,,General Manager,,80000,Hire,MGMT,Paris
200973,24/03/2013,,Department Director,,72960,Hire,MGMT,Paris
200973,30/06/2014,Department Director,General Manager,72960,86870,Promotion,MGMT,Paris
200974,15/05/2013,,Department Director,,134400,Hire,MGMT,Paris
200974,29/07/2014,Department Director,General Manager,134400,133128,Demotion,MGMT,Paris
200974,29/04/2016,General Manager,CTO,133128,136018,Lateral_Move,MGMT,Paris
200974,28/08/2017,CTO,Department Director,136018,132469,Demotion,MGMT,Paris
200975,01/03/2012,,General Manager,,79900,Hire,MGMT,Paris
200975,09/07/2015,General Manager,Country Manager,79900,80290,Lateral_Move,MGMT,Paris
200975,13/09/2016,Country Manager,CTO,80290,86572,Promotion,MGMT,Paris
200975,10/12/2017,CTO,Executive Director,86572,87120,Lateral_Move,MGMT,Paris
200976,18/02/2015,,Lead Engineer,,129000,Hire,RD,Paris
200976,26/10/2016,Lead Engineer,R&D Manager,129000,128690,Lateral_Move,RD,Paris
200977,02/03/2015,,Sales Representative,,96000,Hire,SALES,Milan
200977,20/09/2016,Sales Representative,Business Developer,96000,96784,Lateral_Move,SALES,Milan
200978,28/02/2015,,IT Technician,,87000,Hire,IT,Milan
200978,30/06/2016,IT Technician,Cloud Engineer,87000,87692,Lateral_Move,IT,Milan
200978,01/02/2018,Cloud Engineer,DevOps Engineer,87692,88316,Lateral_Move,IT,Milan
200979,18/02/2015,,Production Supervisor,,40000,Hire,OPS,Berlin
200979,07/08/2017,Production Supervisor,Operations Manager,40000,46244,Promotion,OPS,Berlin
200979,05/02/2019,Operations Manager,Operations Analyst,46244,42912,Demotion,OPS,Berlin
200979,26/12/2020,Operations Analyst,Operations Manager,42912,45720,Lateral_Move,OPS,Berlin
200980,04/03/2015,,VP Operations,,104000,Hire,MGMT,Paris
200980,25/04/2016,VP Operations,Country Manager,104000,116872,Promotion,MGMT,Paris
200981,14/04/2015,,ML Engineer,,100000,Hire,RD,Paris
200981,14/04/2017,ML Engineer,Senior Engineer,100000,112514,Promotion,RD,Paris
200982,24/03/2015,,IT Technician,,57000,Hire,IT,Milan
200982,23/05/2016,IT Technician,Cloud Engineer,57000,55730,Demotion,IT,Milan
200982,31/05/2017,Cloud Engineer,DevOps Engineer,55730,58422,Lateral_Move,IT,Milan
200982,29/09/2018,DevOps Engineer,IT Technician,58422,60978,Lateral_Move,IT,Milan
200983,04/05/2015,,Senior Engineer,,111000,Hire,RD,Paris
200983,03/03/2017,Senior Engineer,Software Engineer,111000,120116,Promotion,RD,Paris
200983,15/10/2018,Software Engineer,ML Engineer,120116,122471,Lateral_Move,RD,Paris
200983,26/06/2020,ML Engineer,Lead Engineer,122471,136174,Promotion,RD,Paris
200984,25/04/2015,,Sales Representative,,97000,Hire,SALES,Milan
200984,25/04/2017,Sales Representative,Regional Director,97000,96930,Lateral_Move,SALES,Milan
200985,04/05/2015,,DevOps Engineer,,61000,Hire,IT,Milan
200985,08/08/2016,DevOps Engineer,Network Engineer,61000,65774,Promotion,IT,Milan
200985,25/01/2018,Network Engineer,IT Manager,65774,79252,Promotion,IT,Milan
200985,30/12/2019,IT Manager,Cloud Engineer,79252,79729,Lateral_Move,IT,Milan
200986,02/05/2015,,Logistics Coordinator,,43000,Hire,OPS,Berlin
200986,12/09/2016,Logistics Coordinator,Production Supervisor,43000,45063,Lateral_Move,OPS,Berlin
200986,22/07/2018,Production Supervisor,Operations Manager,45063,42562,Demotion,OPS,Berlin
200986,04/01/2021,Operations Manager,Operations Analyst,42562,42607,Lateral_Move,OPS,Berlin
200987,14/05/2015,,General Manager,,125000,Hire,MGMT,Paris
200987,04/06/2016,General Manager,Department Director,125000,124794,Lateral_Move,MGMT,Paris
200987,05/08/2018,Department Director,General Manager,124794,125401,Lateral_Move,MGMT,Paris
200987,07/07/2020,General Manager,Department Director,125401,125440,Lateral_Move,MGMT,Paris
200988,02/06/2015,,Research Scientist,,102000,Hire,RD,Paris
200988,22/09/2016,Research Scientist,R&D Manager,102000,106295,Promotion,RD,Paris
200988,26/10/2017,R&D Manager,Data Scientist,106295,105815,Lateral_Move,RD,Paris
200989,20/05/2015,,Business Developer,,82000,Hire,SALES,Milan
200989,17/07/2016,Business Developer,Sales Manager,82000,89182,Promotion,SALES,Milan
200989,03/10/2017,Sales Manager,Account Manager,89182,89494,Lateral_Move,SALES,Milan
200990,19/06/2015,,Systems Administrator,,45000,Hire,IT,Milan
200990,20/09/2016,Systems Administrator,IT Technician,45000,55258,Promotion,IT,Milan
200990,18/02/2018,IT Technician,Cloud Engineer,55258,65112,Promotion,IT,Milan
200990,01/09/2019,Cloud Engineer,Network Engineer,65112,61127,Demotion,IT,Milan
200991,06/06/2015,,Logistics Coordinator,,70000,Hire,OPS,Berlin
200991,30/10/2016,Logistics Coordinator,Operations Manager,70000,70305,Lateral_Move,OPS,Berlin
200991,10/01/2018,Operations Manager,Production Supervisor,70305,65701,Demotion,OPS,Berlin
200991,30/04/2019,Production Supervisor,Operations Manager,65701,70000,Promotion,OPS,Berlin
200992,06/06/2015,,VP Operations,,95000,Hire,MGMT,Paris
200992,30/12/2016,VP Operations,Country Manager,95000,95994,Lateral_Move,MGMT,Paris
200992,16/08/2018,Country Manager,General Manager,95994,110948,Promotion,MGMT,Paris
200992,01/09/2020,General Manager,VP Operations,110948,108687,Demotion,MGMT,Paris
200993,04/07/2015,,Research Scientist,,96000,Hire,RD,Paris
200993,07/02/2018,Research Scientist,Data Scientist,96000,96681,Lateral_Move,RD,Paris
200993,17/03/2019,Data Scientist,Software Engineer,96681,93941,Demotion,RD,Paris
200993,27/04/2020,Software Engineer,R&D Manager,93941,92610,Demotion,RD,Paris
200994,06/07/2015,,Regional Director,,69000,Hire,SALES,Milan
200994,05/08/2016,Regional Director,Sales Manager,69000,70605,Lateral_Move,SALES,Milan
200994,02/06/2018,Sales Manager,Regional Director,70605,70735,Lateral_Move,SALES,Milan
200995,11/07/2015,,Network Engineer,,73000,Hire,IT,Milan
200995,08/10/2016,Network Engineer,IT Manager,73000,85866,Promotion,IT,Milan
200996,22/06/2015,,Supply Chain Specialist,,53000,Hire,OPS,Berlin
200996,28/05/2017,Supply Chain Specialist,Operations Analyst,53000,67589,Promotion,OPS,Berlin
200996,02/12/2018,Operations Analyst,Supply Chain Specialist,67589,69984,Lateral_Move,OPS,Berlin
200997,10/07/2015,,Country Manager,,104000,Hire,MGMT,Paris
200997,08/10/2016,Country Manager,CTO,104000,105171,Lateral_Move,MGMT,Paris
200997,20/12/2017,CTO,Department Director,105171,105149,Lateral_Move,MGMT,Paris
200998,14/07/2015,,Senior Engineer,,77000,Hire,RD,Paris
200998,26/01/2017,Senior Engineer,R&D Manager,77000,78403,Lateral_Move,RD,Paris
200998,18/05/2018,R&D Manager,Research Scientist,78403,80926,Lateral_Move,RD,Paris
200999,26/07/2015,,Business Developer,,91000,Hire,SALES,Milan
200999,21/09/2017,Business Developer,Sales Representative,91000,100000,Promotion,SALES,Milan
201000,19/07/2015,,Cloud Engineer,,57000,Hire,IT,Milan
201000,01/12/2017,Cloud Engineer,IT Technician,57000,57208,Lateral_Move,IT,Milan
201000,30/09/2019,IT Technician,Systems Administrator,57208,71472,Promotion,IT,Milan
201000,28/12/2020,Systems Administrator,IT Technician,71472,73659,Lateral_Move,IT,Milan
201001,28/07/2015,,Supply Chain Specialist,,40000,Hire,OPS,Berlin
201001,21/05/2017,Supply Chain Specialist,Production Supervisor,40000,41750,Lateral_Move,OPS,Berlin
201001,24/05/2018,Production Supervisor,Operations Analyst,41750,48424,Promotion,OPS,Berlin
201001,08/01/2020,Operations Analyst,Logistics Coordinator,48424,43688,Demotion,OPS,Berlin
201002,16/09/2015,,ML Engineer,,136000,Hire,RD,Paris
201002,11/09/2017,ML Engineer,R&D Manager,136000,135823,Lateral_Move,RD,Paris
201002,03/09/2019,R&D Manager,Lead Engineer,135823,140000,Promotion,RD,Paris
201003,04/09/2015,,Regional Director,,60000,Hire,SALES,Milan
201003,21/08/2017,Regional Director,Account Manager,60000,61464,Lateral_Move,SALES,Milan
201003,16/10/2018,Account Manager,Regional Director,61464,69272,Promotion,SALES,Milan
201003,19/11/2019,Regional Director,Sales Manager,69272,72662,Promotion,SALES,Milan
201004,01/09/2015,,DevOps Engineer,,67000,Hire,IT,Milan
201004,13/07/2017,DevOps Engineer,IT Manager,67000,75216,Promotion,IT,Milan
201004,18/09/2019,IT Manager,IT Technician,75216,77951,Lateral_Move,IT,Milan
201004,04/05/2021,IT Technician,IT Manager,77951,79363,Lateral_Move,IT,Milan
201005,08/08/2015,,Operations Analyst,,52000,Hire,OPS,Berlin
201005,10/08/2017,Operations Analyst,Supply Chain Specialist,52000,54143,Lateral_Move,OPS,Berlin
201005,21/02/2019,Supply Chain Specialist,Process Engineer,54143,51685,Demotion,OPS,Berlin
201005,07/10/2020,Process Engineer,Operations Manager,51685,52246,Lateral_Move,OPS,Berlin
201006,12/09/2015,,CTO,,92000,Hire,MGMT,Paris
201006,21/09/2016,CTO,General Manager,92000,94933,Lateral_Move,MGMT,Paris
201006,13/02/2018,General Manager,VP Operations,94933,95548,Lateral_Move,MGMT,Paris
201006,15/07/2019,VP Operations,Executive Director,95548,91028,Demotion,MGMT,Paris
201007,29/09/2015,,ML Engineer,,76000,Hire,RD,Paris
201007,15/05/2017,ML Engineer,Software Engineer,76000,78469,Lateral_Move,RD,Paris
201007,17/01/2019,Software Engineer,Research Scientist,78469,78001,Lateral_Move,RD,Paris
201008,10/09/2015,,Sales Representative,,60000,Hire,SALES,Milan
201008,07/03/2017,Sales Representative,Regional Director,60000,64619,Promotion,SALES,Milan
201008,14/07/2019,Regional Director,Business Developer,64619,67306,Lateral_Move,SALES,Milan
201008,15/03/2021,Business Developer,Account Manager,67306,76976,Promotion,SALES,Milan
201009,28/09/2015,,IT Manager,,53000,Hire,IT,Milan
201009,05/09/2017,IT Manager,DevOps Engineer,53000,54882,Lateral_Move,IT,Milan
201010,30/09/2015,,Production Supervisor,,36000,Hire,OPS,Berlin
201010,13/10/2016,Production Supervisor,Operations Manager,36000,37335,Lateral_Move,OPS,Berlin
201010,13/10/2018,Operations Manager,Supply Chain Specialist,37335,41316,Promotion,OPS,Berlin
201010,10/12/2019,Supply Chain Specialist,Operations Manager,41316,39478,Demotion,OPS,Berlin
201011,01/10/2015,,Department Director,,108000,Hire,MGMT,Paris
201012,08/10/2015,,Data Scientist,,120000,Hire,RD,Paris
201012,30/11/2016,Data Scientist,Research Scientist,120000,129232,Promotion,RD,Paris
201012,12/08/2018,Research Scientist,Senior Engineer,129232,129187,Lateral_Move,RD,Paris
201013,15/11/2015,,Sales Manager,,92000,Hire,SALES,Milan
201013,29/05/2017,Sales Manager,Senior Account Manager,92000,93188,Lateral_Move,SALES,Milan
201013,30/07/2019,Senior Account Manager,Business Developer,93188,92838,Lateral_Move,SALES,Milan
201013,21/02/2021,Business Developer,Account Manager,92838,88331,Demotion,SALES,Milan
201014,12/10/2015,,Systems Administrator,,82000,Hire,IT,Milan
201014,30/10/2016,Systems Administrator,IT Manager,82000,83334,Lateral_Move,IT,Milan
201015,15/11/2015,,Operations Manager,,69000,Hire,OPS,Berlin
201015,30/10/2017,Operations Manager,Operations Analyst,69000,70000,Promotion,OPS,Berlin
201015,17/02/2019,Operations Analyst,Supply Chain Specialist,70000,70000,Promotion,OPS,Berlin
201015,21/12/2020,Supply Chain Specialist,Operations Analyst,70000,66340,Demotion,OPS,Berlin
201016,15/10/2015,,General Manager,,76000,Hire,MGMT,Paris
201016,26/02/2017,General Manager,Department Director,76000,77050,Lateral_Move,MGMT,Paris
201016,01/09/2018,Department Director,General Manager,77050,77897,Lateral_Move,MGMT,Paris
201016,01/02/2020,General Manager,Country Manager,77897,77906,Lateral_Move,MGMT,Paris
201017,24/11/2015,,Research Scientist,,78000,Hire,RD,Paris
201017,05/11/2017,Research Scientist,Data Scientist,78000,92774,Promotion,RD,Paris
201017,25/04/2020,Data Scientist,Software Engineer,92774,99722,Promotion,RD,Paris
201017,19/02/2022,Software Engineer,Research Scientist,99722,100374,Lateral_Move,RD,Paris
201018,20/11/2015,,Lead Engineer,,97000,Hire,RD,Paris
201018,25/05/2017,Lead Engineer,Senior Engineer,97000,99340,Lateral_Move,RD,Paris
201018,18/05/2019,Senior Engineer,Data Scientist,99340,105243,Promotion,RD,Paris
201018,17/04/2021,Data Scientist,Senior Engineer,105243,107883,Lateral_Move,RD,Paris
201019,17/12/2015,,Senior Account Manager,,78000,Hire,SALES,Milan
201019,23/12/2017,Senior Account Manager,Account Manager,78000,88509,Promotion,SALES,Milan
201020,17/11/2015,,DevOps Engineer,,84000,Hire,IT,Milan
201021,05/12/2015,,Process Engineer,,36000,Hire,OPS,Berlin
201022,24/11/2015,,CTO,,125000,Hire,MGMT,Paris
201023,30/12/2015,,Senior Engineer,,115000,Hire,RD,Paris
201023,12/07/2017,Senior Engineer,Data Scientist,115000,115154,Lateral_Move,RD,Paris
201023,18/08/2018,Data Scientist,Software Engineer,115154,117129,Lateral_Move,RD,Paris
201023,21/07/2020,Software Engineer,Data Scientist,117129,114649,Demotion,RD,Paris
201024,23/01/2016,,Senior Account Manager,,98940,Hire,SALES,Milan
201024,29/04/2017,Senior Account Manager,Regional Director,98940,98585,Lateral_Move,SALES,Milan
201025,14/01/2016,,Operations Manager,,63240,Hire,OPS,Berlin
201025,22/06/2017,Operations Manager,Operations Analyst,63240,63807,Lateral_Move,OPS,Berlin
201026,02/12/2015,,HR Director,,34000,Hire,HR,Paris
201026,12/07/2017,HR Director,HR Generalist,34000,42045,Promotion,HR,Paris
201026,28/06/2019,HR Generalist,HR Manager,42045,42588,Lateral_Move,HR,Paris
201027,24/12/2015,,General Manager,,124000,Hire,MGMT,Paris
201027,17/02/2017,General Manager,Country Manager,124000,123574,Lateral_Move,MGMT,Paris
201028,17/01/2016,,Data Scientist,,107100,Hire,RD,Paris
201028,28/05/2018,Data Scientist,Lead Engineer,107100,109216,Lateral_Move,RD,Paris
201028,07/08/2019,Lead Engineer,Data Scientist,109216,123403,Promotion,RD,Paris
201028,17/01/2022,Data Scientist,R&D Manager,123403,123542,Lateral_Move,RD,Paris
201029,25/01/2016,,Senior Account Manager,,75480,Hire,SALES,Milan
201029,18/08/2017,Senior Account Manager,Account Manager,75480,72211,Demotion,SALES,Milan
201029,30/09/2018,Account Manager,Sales Manager,72211,79158,Promotion,SALES,Milan
201029,29/05/2020,Sales Manager,Sales Representative,79158,74721,Demotion,SALES,Milan
201030,27/01/2016,,IT Technician,,94860,Hire,IT,Milan
201030,18/07/2017,IT Technician,IT Manager,94860,99230,Promotion,IT,Milan
201030,19/01/2019,IT Manager,Cloud Engineer,99230,99956,Lateral_Move,IT,Milan
201031,19/01/2016,,Process Engineer,,51000,Hire,OPS,Berlin
201032,17/01/2016,,Department Director,,85680,Hire,MGMT,Paris
201032,15/02/2017,Department Director,General Manager,85680,86328,Lateral_Move,MGMT,Paris
201033,15/02/2016,,Software Engineer,,128520,Hire,RD,Paris
201033,26/05/2018,Software Engineer,R&D Manager,128520,130410,Lateral_Move,RD,Paris
