employee_id,employee_department,training_name,training_duration_days,training_cost_eur,start_date,completion_date,completion_status,site
EMP_200876,Management,Executive Coaching,3,969,2024-09-15,2024-09-18,Completed,Paris
EMP_200878,Management,Financial Acumen,4,1622,2019-02-08,,Cancelled,Paris
EMP_200879,Management,Change Management,3,1000,2015-04-03,2015-04-09,Completed,Paris
EMP_200880,Management,Executive Coaching,3,1100,2016-06-26,,Cancelled,Paris
EMP_200880,Management,Strategic Management,5,2161,2017-08-29,2017-09-05,Completed,Paris
EMP_200880,Management,Leadership Excellence,4,1079,2018-01-08,2018-01-17,Completed,Paris
EMP_200881,Management,Financial Acumen,4,1708,2017-08-26,2017-08-31,Completed,Paris
EMP_200881,Management,Leadership Excellence,4,1219,2018-03-25,2018-03-31,Completed,Paris
EMP_200881,Management,Leadership Excellence,4,1207,2019-11-12,2019-11-18,Completed,Paris
EMP_200881,Management,Financial Acumen,4,1555,2023-10-14,2023-10-19,Completed,Paris
EMP_200882,Management,Leadership Excellence,4,1290,2015-12-23,2015-12-27,Completed,Paris
EMP_200882,Management,Change Management,3,827,2017-03-25,2017-04-02,Completed,Paris
EMP_200882,Management,Executive Coaching,3,1156,2019-11-30,,InProgress,Paris
EMP_200882,Management,Change Management,3,823,2021-07-23,,Cancelled,Paris
EMP_200883,Management,Strategic Management,5,2040,2016-01-08,2016-01-14,Completed,Paris
EMP_200883,Management,Financial Acumen,4,1598,2017-12-19,,InProgress,Paris
EMP_200883,Management,Financial Acumen,4,1465,2018-04-07,,InProgress,Paris
EMP_200883,Management,Leadership Excellence,4,1215,2019-12-29,2020-01-06,Completed,Paris
EMP_200884,Management,Leadership Excellence,4,1131,2015-10-27,2015-11-03,Completed,Paris
EMP_200884,Management,Executive Coaching,3,1246,2017-06-01,2017-06-04,Completed,Paris
EMP_200884,Management,Strategic Management,5,2259,2018-02-09,2018-02-17,Completed,Paris
EMP_200884,Management,Executive Coaching,3,1077,2021-04-23,2021-04-30,Completed,Paris
EMP_200884,Management,Change Management,3,876,2023-03-10,2023-03-14,Completed,Paris
EMP_200884,Management,Strategic Management,5,2112,2024-02-27,2024-03-07,Completed,Paris
EMP_200884,Management,Financial Acumen,4,1373,2025-07-08,,InProgress,Paris
EMP_200886,Management,Financial Acumen,4,1290,2016-03-03,2016-03-07,Completed,Paris
EMP_200886,Management,Change Management,3,878,2017-10-16,2017-10-20,Completed,Paris
EMP_200886,Management,Executive Coaching,3,1041,2018-03-04,2018-03-10,Completed,Paris
EMP_200886,Management,Change Management,3,820,2019-08-31,2019-09-06,Completed,Paris
EMP_200886,Management,Financial Acumen,4,1444,2020-12-25,,Cancelled,Paris
EMP_200887,Management,Financial Acumen,4,1613,2015-09-21,2015-09-28,Completed,Paris
EMP_200887,Management,Leadership Excellence,4,1025,2017-03-31,,Cancelled,Paris
EMP_200887,Management,Leadership Excellence,4,1180,2019-12-20,2019-12-24,Completed,Paris
EMP_200887,Management,Financial Acumen,4,1347,2023-03-17,,InProgress,Paris
EMP_200888,Management,Executive Coaching,3,1203,2016-02-05,2016-02-12,Completed,Paris
EMP_200888,Management,Change Management,3,784,2020-10-22,2020-10-26,Completed,Paris
EMP_200888,Management,Financial Acumen,4,1549,2021-06-26,2021-07-02,Completed,Paris
EMP_200889,Management,Executive Coaching,3,1247,2018-12-31,2019-01-08,Completed,Paris
EMP_200889,Management,Executive Coaching,3,1167,2019-04-04,2019-04-10,Completed,Paris
EMP_200890,Management,Strategic Management,5,2168,2015-06-23,2015-07-03,Completed,Paris
EMP_200890,Management,Strategic Management,5,2125,2017-01-11,2017-01-17,Completed,Paris
EMP_200891,Management,Strategic Management,5,2211,2016-08-01,2016-08-07,Completed,Paris
EMP_200891,Management,Strategic Management,5,1730,2018-11-21,2018-11-26,Completed,Paris
EMP_200892,Management,Financial Acumen,4,1577,2015-06-18,2015-06-27,Completed,Paris
EMP_200892,Management,Leadership Excellence,4,1159,2016-09-30,,InProgress,Paris
EMP_200892,Management,Executive Coaching,3,1012,2017-05-27,2017-05-30,Completed,Paris
EMP_200892,Management,Executive Coaching,3,996,2018-03-13,2018-03-17,Completed,Paris
EMP_200892,Management,Change Management,3,863,2021-03-23,,Cancelled,Paris
EMP_200892,Management,Strategic Management,5,2225,2022-03-18,,InProgress,Paris
EMP_200893,Management,Strategic Management,5,1878,2019-03-20,2019-03-28,Completed,Paris
EMP_200895,Management,Strategic Management,5,2183,2019-03-17,2019-03-22,Completed,Paris
EMP_200896,Management,Strategic Management,5,2276,2016-08-01,2016-08-09,Completed,Paris
EMP_200896,Management,Executive Coaching,3,1045,2017-09-07,2017-09-15,Completed,Paris
EMP_200897,Management,Executive Coaching,3,1045,2015-07-11,2015-07-19,Completed,Paris
EMP_200897,Management,Strategic Management,5,1939,2016-01-04,2016-01-10,Completed,Paris
EMP_200898,Management,Leadership Excellence,4,1318,2017-01-28,2017-02-04,Completed,Paris
EMP_200898,Management,Strategic Management,5,2079,2019-01-26,,InProgress,Paris
EMP_200898,Management,Financial Acumen,4,1302,2023-08-28,,Cancelled,Paris
EMP_200898,Management,Change Management,3,788,2025-03-19,,InProgress,Paris
EMP_200899,Management,Change Management,3,926,2015-02-17,2015-02-25,Completed,Paris
EMP_200899,Management,Executive Coaching,3,1258,2017-10-04,,Cancelled,Paris
EMP_200899,Management,Change Management,3,946,2022-02-07,2022-02-12,Completed,Paris
EMP_200899,Management,Leadership Excellence,4,1108,2023-05-06,,InProgress,Paris
EMP_200900,Management,Strategic Management,5,1713,2015-04-12,2015-04-22,Completed,Paris
EMP_200900,Management,Leadership Excellence,4,1285,2019-01-16,2019-01-22,Completed,Paris
EMP_200900,Management,Executive Coaching,3,951,2021-04-18,,Cancelled,Paris
EMP_200900,Management,Leadership Excellence,4,1226,2024-11-05,2024-11-12,Completed,Paris
EMP_200900,Management,Strategic Management,5,1900,2025-09-04,2025-09-09,Completed,Paris
EMP_200902,Management,Strategic Management,5,2036,2016-06-03,2016-06-13,Completed,Paris
EMP_200902,Management,Financial Acumen,4,1513,2022-09-12,2022-09-20,Completed,Paris
EMP_200902,Management,Change Management,3,851,2024-07-17,2024-07-23,Completed,Paris
EMP_200902,Management,Leadership Excellence,4,1286,2025-04-18,,InProgress,Paris
EMP_200903,Management,Executive Coaching,3,1165,2016-10-13,,InProgress,Paris
EMP_200903,Management,Financial Acumen,4,1515,2017-12-15,2017-12-22,Completed,Paris
EMP_200903,Management,Executive Coaching,3,997,2024-11-15,2024-11-22,Completed,Paris
EMP_200903,Management,Financial Acumen,4,1649,2025-06-19,2025-06-23,Completed,Paris
EMP_200904,Management,Leadership Excellence,4,1030,2018-04-04,2018-04-10,Completed,Paris
EMP_200904,Management,Change Management,3,1026,2019-06-15,2019-06-23,Completed,Paris
EMP_200904,Management,Leadership Excellence,4,1291,2023-11-16,2023-11-21,Completed,Paris
EMP_200904,Management,Financial Acumen,4,1429,2024-07-20,2024-07-24,Completed,Paris
EMP_200907,Management,Change Management,3,1007,2016-07-07,2016-07-11,Completed,Paris
EMP_200907,Management,Leadership Excellence,4,1271,2018-02-09,2018-02-15,Completed,Paris
EMP_200907,Management,Strategic Management,5,2072,2019-12-09,2019-12-18,Completed,Paris
EMP_200907,Management,Change Management,3,1033,2023-05-24,2023-05-29,Completed,Paris
EMP_200907,Management,Change Management,3,884,2024-06-21,2024-06-28,Completed,Paris
EMP_200909,Management,Financial Acumen,4,1711,2016-07-27,2016-08-01,Completed,Paris
EMP_200909,Management,Leadership Excellence,4,1188,2017-08-22,2017-08-29,Completed,Paris
EMP_200909,Management,Leadership Excellence,4,1119,2021-08-12,,Cancelled,Paris
EMP_200909,Management,Financial Acumen,4,1336,2022-11-05,2022-11-12,Completed,Paris
EMP_200909,Management,Change Management,3,997,2025-01-04,2025-01-10,Completed,Paris
EMP_200910,Management,Executive Coaching,3,1105,2016-07-24,,Cancelled,Paris
EMP_200911,Management,Strategic Management,5,1870,2017-03-04,,InProgress,Paris
EMP_200911,Management,Executive Coaching,3,1264,2018-05-12,2018-05-17,Completed,Paris
EMP_200911,Management,Strategic Management,5,2167,2025-12-15,2025-12-24,Completed,Paris
EMP_200912,Management,Leadership Excellence,4,1060,2019-03-03,2019-03-07,Completed,Paris
EMP_200912,Management,Executive Coaching,3,1000,2023-11-05,2023-11-08,Completed,Paris
EMP_200912,Management,Executive Coaching,3,1020,2025-01-09,2025-01-14,Completed,Paris
EMP_200913,Management,Change Management,3,800,2020-10-08,2020-10-11,Completed,Paris
EMP_200913,Management,Executive Coaching,3,1107,2024-01-09,,Cancelled,Paris
EMP_200914,Management,Executive Coaching,3,1198,2016-09-24,2016-09-30,Completed,Paris
EMP_200914,Management,Leadership Excellence,4,1076,2017-05-20,2017-05-29,Completed,Paris
EMP_200914,Management,Strategic Management,5,2042,2018-01-31,2018-02-08,Completed,Paris
EMP_200915,Management,Financial Acumen,4,1336,2016-09-14,2016-09-21,Completed,Paris
EMP_200915,Management,Leadership Excellence,4,1191,2022-10-31,,InProgress,Paris
EMP_200916,Management,Leadership Excellence,4,1259,2018-08-25,2018-08-29,Completed,Paris
EMP_200916,Management,Executive Coaching,3,1263,2019-07-09,,InProgress,Paris
EMP_200917,Management,Strategic Management,5,1711,2016-04-17,,Cancelled,Paris
EMP_200917,Management,Leadership Excellence,4,1081,2020-03-29,,Cancelled,Paris
EMP_200918,Management,Executive Coaching,3,997,2016-12-21,,InProgress,Paris
EMP_200918,Management,Leadership Excellence,4,1155,2017-06-03,2017-06-11,Completed,Paris
EMP_200918,Management,Strategic Management,5,2010,2024-05-31,,InProgress,Paris
EMP_200918,Management,Change Management,3,846,2025-07-11,2025-07-18,Completed,Paris
EMP_200919,Management,Strategic Management,5,1921,2016-04-10,2016-04-15,Completed,Paris
EMP_200919,Management,Executive Coaching,3,1183,2017-10-17,2017-10-23,Completed,Paris
EMP_200919,Management,Financial Acumen,4,1480,2019-11-15,2019-11-21,Completed,Paris
EMP_200920,Management,Leadership Excellence,4,1126,2015-05-19,2015-05-28,Completed,Paris
EMP_200920,Management,Financial Acumen,4,1697,2019-05-21,,InProgress,Paris
EMP_200920,Management,Financial Acumen,4,1533,2020-09-23,2020-09-27,Completed,Paris
EMP_200921,Management,Financial Acumen,4,1612,2015-11-30,2015-12-09,Completed,Paris
EMP_200921,Management,Financial Acumen,4,1495,2016-02-29,2016-03-05,Completed,Paris
EMP_200923,Management,Change Management,3,1013,2015-06-24,2015-06-30,Completed,Paris
EMP_200923,Management,Financial Acumen,4,1412,2018-03-06,2018-03-13,Completed,Paris
EMP_200923,Management,Leadership Excellence,4,1244,2023-05-08,2023-05-16,Completed,Paris
EMP_200923,Management,Change Management,3,1024,2024-02-21,,Cancelled,Paris
EMP_200924,Management,Strategic Management,5,2242,2015-10-07,2015-10-13,Completed,Paris
EMP_200924,Management,Leadership Excellence,4,1083,2016-11-29,2016-12-04,Completed,Paris
EMP_200924,Management,Executive Coaching,3,1089,2018-02-11,2018-02-15,Completed,Paris
EMP_200924,Management,Executive Coaching,3,1162,2019-01-19,2019-01-22,Completed,Paris
EMP_200925,Management,Change Management,3,846,2015-02-01,2015-02-04,Completed,Paris
EMP_200926,Management,Leadership Excellence,4,1178,2016-11-08,2016-11-16,Completed,Paris
EMP_200926,Management,Financial Acumen,4,1288,2018-06-15,2018-06-20,Completed,Paris
EMP_200926,Management,Executive Coaching,3,1030,2019-02-11,2019-02-19,Completed,Paris
EMP_200927,Management,Strategic Management,5,1751,2015-12-10,2015-12-18,Completed,Paris
EMP_200927,Management,Leadership Excellence,4,1186,2018-06-19,2018-06-25,Completed,Paris
EMP_200928,Management,Executive Coaching,3,1228,2017-06-12,2017-06-18,Completed,Paris
EMP_200928,Management,Financial Acumen,4,1659,2019-02-10,2019-02-17,Completed,Paris
EMP_200928,Management,Strategic Management,5,2011,2025-08-15,2025-08-23,Completed,Paris
EMP_200929,Management,Change Management,3,814,2017-09-18,2017-09-25,Completed,Paris
EMP_200930,Management,Change Management,3,905,2016-09-19,2016-09-25,Completed,Paris
EMP_200930,Management,Change Management,3,771,2022-01-24,2022-01-30,Completed,Paris
EMP_200931,Management,Leadership Excellence,4,1299,2018-12-16,2018-12-24,Completed,Paris
EMP_200931,Management,Executive Coaching,3,1201,2019-05-12,2019-05-15,Completed,Paris
EMP_200931,Management,Leadership Excellence,4,1142,2021-08-14,,Cancelled,Paris
EMP_200931,Management,Leadership Excellence,4,1070,2023-12-28,2024-01-04,Completed,Paris
EMP_200931,Management,Financial Acumen,4,1368,2025-05-26,2025-06-01,Completed,Paris
EMP_200932,Management,Executive Coaching,3,1044,2016-04-19,2016-04-25,Completed,Paris
EMP_200932,Management,Change Management,3,892,2020-07-05,2020-07-11,Completed,Paris
EMP_200933,Management,Leadership Excellence,4,1272,2016-07-27,,InProgress,Paris
EMP_200933,Management,Executive Coaching,3,1124,2019-04-28,2019-05-01,Completed,Paris
EMP_200933,Management,Change Management,3,874,2023-05-31,2023-06-07,Completed,Paris
EMP_200933,Management,Strategic Management,5,1958,2025-08-15,,Cancelled,Paris
EMP_200934,Management,Executive Coaching,3,1079,2016-11-07,2016-11-15,Completed,Paris
EMP_200934,Management,Leadership Excellence,4,1095,2017-10-14,,Cancelled,Paris
EMP_200935,Management,Executive Coaching,3,1056,2015-03-15,,Cancelled,Paris
EMP_200935,Management,Leadership Excellence,4,1286,2018-11-19,2018-11-27,Completed,Paris
EMP_200935,Management,Financial Acumen,4,1526,2022-03-18,2022-03-27,Completed,Paris
EMP_200935,Management,Strategic Management,5,1929,2024-10-25,2024-10-31,Completed,Paris
EMP_200935,Management,Strategic Management,5,1886,2025-06-03,2025-06-08,Completed,Paris
EMP_200936,Management,Leadership Excellence,4,1157,2016-12-07,,Cancelled,Paris
EMP_200936,Management,Executive Coaching,3,1048,2017-09-28,2017-10-03,Completed,Paris
EMP_200936,Management,Strategic Management,5,2175,2018-08-18,2018-08-23,Completed,Paris
EMP_200936,Management,Executive Coaching,3,1090,2019-12-14,2019-12-19,Completed,Paris
EMP_200936,Management,Leadership Excellence,4,1090,2022-02-22,2022-02-27,Completed,Paris
EMP_200936,Management,Strategic Management,5,2074,2023-07-07,2023-07-15,Completed,Paris
EMP_200936,Management,Financial Acumen,4,1606,2024-03-02,,Cancelled,Paris
EMP_200938,Management,Leadership Excellence,4,1253,2015-02-28,2015-03-07,Completed,Paris
EMP_200939,Management,Strategic Management,5,1740,2019-06-19,2019-06-29,Completed,Paris
EMP_200939,Management,Leadership Excellence,4,1193,2020-04-30,2020-05-07,Completed,Paris
EMP_200939,Management,Executive Coaching,3,1198,2021-09-17,2021-09-22,Completed,Paris
EMP_200939,Management,Change Management,3,843,2022-12-31,2023-01-05,Completed,Paris
EMP_200939,Management,Leadership Excellence,4,1147,2024-05-01,2024-05-05,Completed,Paris
EMP_200939,Management,Strategic Management,5,1881,2025-11-02,2025-11-08,Completed,Paris
EMP_200940,Management,Change Management,3,823,2018-05-11,,InProgress,Paris
EMP_200940,Management,Executive Coaching,3,1243,2019-10-18,,InProgress,Paris
EMP_200940,Management,Leadership Excellence,4,1125,2024-05-03,2024-05-09,Completed,Paris
EMP_200940,Management,Financial Acumen,4,1465,2025-02-16,2025-02-20,Completed,Paris
EMP_200941,Management,Financial Acumen,4,1474,2015-09-09,2015-09-16,Completed,Paris
EMP_200941,Management,Financial Acumen,4,1658,2018-09-28,2018-10-02,Completed,Paris
EMP_200941,Management,Leadership Excellence,4,1038,2022-03-02,2022-03-06,Completed,Paris
EMP_200941,Management,Strategic Management,5,2128,2024-10-19,2024-10-25,Completed,Paris
EMP_200942,Management,Change Management,3,1022,2018-10-29,2018-11-06,Completed,Paris
EMP_200942,Management,Change Management,3,929,2019-04-03,,Cancelled,Paris
EMP_200942,Management,Financial Acumen,4,1521,2020-07-14,2020-07-22,Completed,Paris
EMP_200942,Management,Change Management,3,871,2022-12-20,,Cancelled,Paris
EMP_200942,Management,Financial Acumen,4,1672,2024-06-28,2024-07-04,Completed,Paris
EMP_200943,Management,Strategic Management,5,1840,2015-03-26,2015-04-02,Completed,Paris
EMP_200943,Management,Executive Coaching,3,1262,2018-11-05,2018-11-12,Completed,Paris
EMP_200944,Management,Financial Acumen,4,1447,2018-06-02,2018-06-08,Completed,Paris
EMP_200944,Management,Financial Acumen,4,1434,2019-03-29,2019-04-06,Completed,Paris
EMP_200944,Management,Executive Coaching,3,1190,2021-11-03,2021-11-08,Completed,Paris
EMP_200944,Management,Change Management,3,947,2022-04-11,2022-04-19,Completed,Paris
EMP_200945,Management,Change Management,3,796,2015-10-20,2015-10-23,Completed,Paris
EMP_200945,Management,Financial Acumen,4,1407,2018-09-28,2018-10-05,Completed,Paris
EMP_200945,Management,Leadership Excellence,4,1210,2022-10-13,2022-10-20,Completed,Paris
EMP_200945,Management,Leadership Excellence,4,1298,2023-06-14,2023-06-18,Completed,Paris
EMP_200945,Management,Strategic Management,5,1929,2025-04-29,,InProgress,Paris
EMP_200946,Management,Leadership Excellence,4,1341,2017-02-06,,InProgress,Paris
EMP_200946,Management,Leadership Excellence,4,1225,2019-01-30,2019-02-05,Completed,Paris
EMP_200947,Management,Change Management,3,966,2016-11-10,,Cancelled,Paris
EMP_200947,Management,Executive Coaching,3,1003,2018-02-22,,InProgress,Paris
EMP_200948,Management,Leadership Excellence,4,1347,2019-08-23,2019-08-28,Completed,Paris
EMP_200948,Management,Financial Acumen,4,1465,2020-06-21,2020-06-27,Completed,Paris
EMP_200948,Management,Executive Coaching,3,1186,2021-05-13,,InProgress,Paris
EMP_200948,Management,Executive Coaching,3,1176,2025-03-25,2025-04-02,Completed,Paris
EMP_200949,Management,Financial Acumen,4,1476,2016-12-17,,InProgress,Paris
EMP_200950,Management,Leadership Excellence,4,1232,2017-05-05,2017-05-10,Completed,Paris
EMP_200950,Management,Strategic Management,5,1903,2018-06-17,2018-06-22,Completed,Paris
EMP_200950,Management,Strategic Management,5,2122,2019-07-28,2019-08-04,Completed,Paris
EMP_200950,Management,Financial Acumen,4,1719,2020-05-17,,Cancelled,Paris
EMP_200951,Management,Financial Acumen,4,1679,2019-11-20,2019-11-28,Completed,Paris
EMP_200951,Management,Financial Acumen,4,1519,2023-06-25,2023-07-03,Completed,Paris
EMP_200952,Management,Leadership Excellence,4,1270,2015-05-27,2015-05-31,Completed,Paris
EMP_200952,Management,Strategic Management,5,2209,2016-10-10,2016-10-18,Completed,Paris
EMP_200952,Management,Change Management,3,768,2018-03-24,,Cancelled,Paris
EMP_200952,Management,Strategic Management,5,2172,2019-09-06,2019-09-14,Completed,Paris
EMP_200952,Management,Executive Coaching,3,1128,2022-12-28,,Cancelled,Paris
EMP_200952,Management,Financial Acumen,4,1605,2023-07-15,2023-07-23,Completed,Paris
EMP_200952,Management,Change Management,3,875,2025-10-13,2025-10-17,Completed,Paris
EMP_200954,Management,Executive Coaching,3,1247,2016-11-23,2016-11-27,Completed,Paris
EMP_200954,Management,Leadership Excellence,4,1082,2018-02-21,2018-02-26,Completed,Paris
EMP_200954,Management,Change Management,3,1018,2020-08-03,,InProgress,Paris
EMP_200955,Management,Financial Acumen,4,1412,2017-04-02,,InProgress,Paris
EMP_200955,Management,Financial Acumen,4,1710,2018-11-14,2018-11-18,Completed,Paris
EMP_200955,Management,Change Management,3,888,2020-01-01,2020-01-04,Completed,Paris
EMP_200956,Management,Leadership Excellence,4,1082,2017-01-29,2017-02-02,Completed,Paris
EMP_200956,Management,Change Management,3,771,2018-11-13,2018-11-16,Completed,Paris
EMP_200956,Management,Leadership Excellence,4,1373,2021-11-26,2021-12-03,Completed,Paris
EMP_200956,Management,Change Management,3,906,2022-08-15,,Cancelled,Paris
EMP_200957,Management,Executive Coaching,3,1103,2017-09-02,2017-09-09,Completed,Paris
EMP_200957,Management,Change Management,3,979,2018-04-07,,InProgress,Paris
EMP_200958,Management,Executive Coaching,3,1222,2022-11-20,2022-11-24,Completed,Paris
EMP_200958,Management,Change Management,3,867,2024-03-09,2024-03-15,Completed,Paris
EMP_200959,Management,Strategic Management,5,2167,2015-01-26,,Cancelled,Paris
EMP_200959,Management,Financial Acumen,4,1402,2017-04-09,,InProgress,Paris
EMP_200959,Management,Strategic Management,5,2019,2018-07-30,,Cancelled,Paris
EMP_200960,Management,Executive Coaching,3,1241,2018-01-25,2018-02-01,Completed,Paris
EMP_200960,Management,Executive Coaching,3,1100,2022-04-24,2022-04-27,Completed,Paris
EMP_200960,Management,Change Management,3,899,2025-09-21,2025-09-27,Completed,Paris
EMP_200961,Management,Executive Coaching,3,1156,2015-11-28,2015-12-05,Completed,Paris
EMP_200961,Management,Change Management,3,855,2016-09-06,2016-09-10,Completed,Paris
EMP_200962,Management,Executive Coaching,3,1251,2017-03-27,,Cancelled,Paris
EMP_200962,Management,Change Management,3,1029,2018-10-13,2018-10-17,Completed,Paris
EMP_200962,Management,Executive Coaching,3,1253,2020-06-26,,Cancelled,Paris
EMP_200962,Management,Strategic Management,5,1716,2022-02-23,,InProgress,Paris
EMP_200963,Management,Strategic Management,5,2274,2015-10-20,2015-10-28,Completed,Paris
EMP_200963,Management,Financial Acumen,4,1671,2016-06-27,2016-07-01,Completed,Paris
EMP_200964,Management,Strategic Management,5,2091,2016-07-17,2016-07-27,Completed,Paris
EMP_200964,Management,Strategic Management,5,2076,2018-02-23,,InProgress,Paris
EMP_200964,Management,Financial Acumen,4,1535,2019-01-28,2019-02-05,Completed,Paris
EMP_200964,Management,Change Management,3,919,2021-09-14,,Cancelled,Paris
EMP_200964,Management,Change Management,3,923,2023-06-19,2023-06-25,Completed,Paris
EMP_200964,Management,Change Management,3,794,2025-10-18,,Cancelled,Paris
EMP_200965,Management,Leadership Excellence,4,1300,2017-09-27,,Cancelled,Paris
EMP_200965,Management,Financial Acumen,4,1549,2018-02-12,2018-02-20,Completed,Paris
EMP_200965,Management,Change Management,3,858,2022-09-03,2022-09-09,Completed,Paris
EMP_200966,Management,Strategic Management,5,2101,2019-07-18,,InProgress,Paris
EMP_200966,Management,Executive Coaching,3,1084,2022-12-04,2022-12-11,Completed,Paris
EMP_200969,Management,Strategic Management,5,2046,2018-01-09,,InProgress,Paris
EMP_200970,Management,Financial Acumen,4,1586,2016-06-03,2016-06-10,Completed,Paris
EMP_200970,Management,Change Management,3,976,2018-11-04,2018-11-11,Completed,Paris
EMP_200970,Management,Financial Acumen,4,1400,2019-10-31,2019-11-06,Completed,Paris
EMP_200970,Management,Strategic Management,5,1752,2020-02-24,,Cancelled,Paris
EMP_200970,Management,Change Management,3,937,2022-08-31,2022-09-05,Completed,Paris
EMP_200971,Management,Leadership Excellence,4,1370,2015-01-12,2015-01-16,Completed,Paris
EMP_200972,Management,Strategic Management,5,1820,2016-06-13,2016-06-19,Completed,Paris
EMP_200974,Management,Leadership Excellence,4,1241,2015-05-20,,Cancelled,Paris
EMP_200974,Management,Financial Acumen,4,1530,2020-03-26,2020-03-30,Completed,Paris
EMP_200975,Management,Leadership Excellence,4,1376,2015-04-24,2015-05-02,Completed,Paris
EMP_200975,Management,Strategic Management,5,1948,2019-02-05,2019-02-12,Completed,Paris
EMP_200976,R&D,Agile Scrum,2,781,2018-07-06,2018-07-09,Completed,Paris
EMP_200977,Sales,CRM Salesforce,2,713,2015-06-25,2015-07-01,Completed,Milan
EMP_200977,Sales,Negotiation Techniques,3,925,2016-05-30,2016-06-06,Completed,Milan
EMP_200977,Sales,Sales Leadership,4,1109,2017-07-01,2017-07-08,Completed,Milan
EMP_200978,IT,Kubernetes,4,2529,2015-10-30,2015-11-07,Completed,Milan
EMP_200978,IT,Kubernetes,4,2520,2016-01-25,2016-02-03,Completed,Milan
EMP_200978,IT,DevOps CI/CD,4,2144,2017-05-18,2017-05-27,Completed,Milan
EMP_200978,IT,Cybersecurity,5,3012,2018-04-02,,Cancelled,Milan
EMP_200979,Operations,Lean Manufacturing,3,1222,2018-05-14,2018-05-20,Completed,Berlin
EMP_200979,Operations,German Business Law,3,955,2024-12-11,2024-12-15,Completed,Berlin
EMP_200980,Management,Financial Acumen,4,1351,2017-09-18,2017-09-25,Completed,Paris
EMP_200980,Management,Executive Coaching,3,1119,2018-05-16,2018-05-24,Completed,Paris
EMP_200981,R&D,Python Advanced,6,2426,2015-08-04,2015-08-12,Completed,Paris
EMP_200981,R&D,Machine Learning,5,2557,2017-04-05,2017-04-14,Completed,Paris
EMP_200981,R&D,Cloud Architecture AWS,4,2623,2019-02-24,2019-03-04,Completed,Paris
EMP_200982,IT,Network Security,4,1908,2015-04-11,2015-04-15,Completed,Milan
EMP_200982,IT,ITIL Framework,3,1282,2018-03-17,2018-03-25,Completed,Milan
EMP_200982,IT,Kubernetes,4,2282,2022-06-09,2022-06-13,Completed,Milan
EMP_200982,IT,SAP ERP,5,2644,2024-11-23,,Cancelled,Milan
EMP_200983,R&D,Deep Learning,7,2771,2015-12-13,2015-12-21,Completed,Paris
EMP_200983,R&D,Deep Learning,7,2850,2016-07-09,,Cancelled,Paris
EMP_200983,R&D,Deep Learning,7,3535,2017-09-07,2017-09-19,Completed,Paris
EMP_200983,R&D,Data Engineering,5,2225,2018-11-06,2018-11-11,Completed,Paris
EMP_200983,R&D,Machine Learning,5,2864,2019-03-23,2019-03-30,Completed,Paris
EMP_200983,R&D,Deep Learning,7,3154,2022-12-02,,InProgress,Paris
EMP_200983,R&D,Python Advanced,6,2255,2024-06-09,2024-06-16,Completed,Paris
EMP_200983,R&D,Deep Learning,7,2765,2025-08-19,2025-08-30,Completed,Paris
EMP_200985,IT,Cybersecurity,5,3215,2021-09-20,,InProgress,Milan
EMP_200985,IT,Cloud Computing Azure,5,2467,2022-08-09,,InProgress,Milan
EMP_200985,IT,Cybersecurity,5,2875,2024-12-02,2024-12-10,Completed,Milan
EMP_200986,Operations,German Business Law,3,1256,2016-05-02,2016-05-08,Completed,Berlin
EMP_200986,Operations,Project Management PMP,5,2480,2017-12-14,2017-12-24,Completed,Berlin
EMP_200986,Operations,Supply Chain Management,4,1785,2019-04-06,2019-04-15,Completed,Berlin
EMP_200986,Operations,Lean Manufacturing,3,1129,2020-11-11,2020-11-18,Completed,Berlin
EMP_200986,Operations,German Business Law,3,1132,2022-01-31,2022-02-08,Completed,Berlin
EMP_200986,Operations,Lean Manufacturing,3,1051,2024-07-19,,InProgress,Berlin
EMP_200987,Management,Executive Coaching,3,1095,2015-10-01,,Cancelled,Paris
EMP_200987,Management,Leadership Excellence,4,1042,2016-05-28,,InProgress,Paris
EMP_200987,Management,Financial Acumen,4,1393,2017-08-20,,InProgress,Paris
EMP_200987,Management,Strategic Management,5,2119,2018-05-09,,Cancelled,Paris
EMP_200987,Management,Strategic Management,5,2132,2019-05-19,,Cancelled,Paris
EMP_200987,Management,Leadership Excellence,4,1091,2021-09-25,,InProgress,Paris
EMP_200987,Management,Financial Acumen,4,1569,2024-04-23,,InProgress,Paris
EMP_200988,R&D,Agile Scrum,2,804,2015-08-27,2015-08-31,Completed,Paris
EMP_200988,R&D,Python Advanced,6,1922,2018-04-20,2018-05-01,Completed,Paris
EMP_200989,Sales,Negotiation Techniques,3,937,2019-04-22,,InProgress,Milan
EMP_200990,IT,Network Security,4,1621,2015-12-31,2016-01-07,Completed,Milan
EMP_200990,IT,SAP ERP,5,2184,2022-06-17,,InProgress,Milan
EMP_200990,IT,ITIL Framework,3,1619,2024-11-08,2024-11-16,Completed,Milan
EMP_200990,IT,Kubernetes,4,2098,2025-12-01,,InProgress,Milan
EMP_200991,Operations,Industry 4.0,4,2138,2016-10-27,2016-11-05,Completed,Berlin
EMP_200991,Operations,Project Management PMP,5,1889,2018-02-15,2018-02-22,Completed,Berlin
EMP_200991,Operations,Industry 4.0,4,2178,2019-03-26,2019-04-04,Completed,Berlin
